sim_id,n_ex,n_in,eib,psi_duration,psi_rise,psi_decay,psi_maxval,offset_linear,exp_linear,mae_linear,r2_linear,offset_dexp,exp_0,knee,exp_1,mae_dexp,r2_dexp
36,1558,8442,0.1845534233593935,0.0204,0.0013,0.019100000000000002,266974.6211257951,4.181325539151704,1.8441236075982383,0.01528808836352601,0.9871678127965419,4.986162237309247,0.19878380775122495,688.2785421077444,2.052790903855649,0.023259508577443196,0.9983076763527371
37,9106,894,10.185682326621924,0.005600000000000001,0.0005,0.0051,285056.21220658824,2.4900937758321136,1.032448083344096,0.01968399185488459,0.9433439747871927,4.718931559556943,0.26434428548485756,2145.534990027723,1.7968558773313812,0.022753698216492924,0.9957990608153745
38,8415,1585,5.309148264984227,0.0067,0.0006,0.0061,279096.6813191636,2.486930821723984,1.0101379603281682,0.015196034929808734,0.9617845017668712,4.638272918796571,0.35404568092731115,988.6090983079697,1.6799294997621992,0.023972091708569947,0.9959463385012367
39,9553,447,21.371364653243848,0.005000000000000001,0.0005,0.0045000000000000005,288105.78822026314,2.1429759562189377,0.8425043018878038,0.01628984839422703,0.941884281008931,4.858373369454491,0.1685165975431051,5062.727059934119,1.9486691834395757,0.017967420026233947,0.9968049504877657
40,9880,120,82.33333333333333,0.0046,0.0005,0.0040999999999999995,291631.3360977584,1.9425139635469812,0.7422337156474698,0.012305360825396107,0.9482944309996804,4.938378528185221,0.0667383169429777,10229.525279713122,2.0827111760519155,0.016485760789213336,0.997303667003885
41,9820,180,54.55555555555556,0.004700000000000001,0.0005,0.004200000000000001,289324.20644017926,2.0551298954441526,0.8096739154726766,0.015394404268218255,0.9440489971114571,4.85346215568598,0.11179953114675559,6926.602489404938,1.9985735337247468,0.016898419692525417,0.9969214883022031
42,5362,4638,1.1561017680034498,0.014,0.0008,0.0132,263214.03550877044,3.610166446951367,1.5804094571491638,0.015108114791370513,0.9835476032696566,4.498177686172519,0.24421143315018526,360.14737923845365,1.7647855008317928,0.027143093498451388,0.9967262605477749
43,9751,249,39.16064257028113,0.0048000000000000004,0.0005,0.0043,288568.22221665084,2.0560355929746335,0.8029823817412021,0.01870798060547881,0.9069443867526722,4.840146254274897,0.0981169466227334,6781.218568292278,2.010648666597247,0.015575591812265335,0.9977609841087789
44,668,9332,0.07158165452207459,0.0203,0.0014,0.0189,270712.81449578103,4.294368974627384,1.900415138617182,0.01478231488281289,0.9902159513339522,5.1405012843219255,0.22046429487273023,879.3589908279566,2.105775087944629,0.02363529724552823,0.9983373807031669
45,516,9484,0.05440742302825812,0.0207,0.0015,0.0192,275819.8062271957,4.20510922903919,1.842956242767227,0.022094246903077517,0.9751211869429431,5.238106797491051,0.2818215393105763,986.1456105222696,2.0854281041617555,0.024959806430788704,0.9981523453541149
46,9244,756,12.227513227513228,0.0054,0.0005,0.0049,283827.2980416456,2.397785837338487,0.9833954139032197,0.019963389127037927,0.9402118203655084,4.7315868982658245,0.2443456201452429,2504.8920990568035,1.8212970432703426,0.020431069274625284,0.9964758115658708
47,9798,202,48.504950495049506,0.0048000000000000004,0.0005,0.0043,287695.116072194,1.980877947868477,0.7648405230048911,0.021064428757894483,0.8853337905261893,4.922701841934408,0.12417131936684533,7765.987122012792,2.01775647773212,0.01889312345856708,0.9965172570017595
48,6314,3686,1.7129679869777537,0.0115,0.0007,0.0108,265516.3412321266,3.292629675111047,1.4230932949003383,0.025015182602240567,0.9533320106355012,4.3412919513108195,0.25468263891675363,293.99419360975156,1.6789239399515503,0.025416595253993316,0.9966494265133313
49,1111,8889,0.12498593767577905,0.0199,0.0014,0.018500000000000003,269428.9543817006,4.23996726092678,1.8771550689634553,0.016114569905367762,0.986693607575712,5.0391441594879876,0.22466873925244146,705.1528115004257,2.0512354388042193,0.02642420179644071,0.9980154733330763
50,444,9556,0.046462955211385513,0.0217,0.0015,0.0202,272525.0100922363,4.4349130963235766,1.97717394360781,0.021130701816858874,0.9824977717550242,5.16631884754773,0.23216018201249147,896.1798635875433,2.105895740455848,0.02413626568058934,0.9983182030387696
51,9734,266,36.59398496240601,0.0048000000000000004,0.0005,0.0043,288625.1134985836,2.1952895882343113,0.8825969562370876,0.013783120222166087,0.95867912563742,4.8999107543390705,0.14398748465452713,6752.105688362295,1.9865477325659375,0.016304535838996027,0.9973248920281536
52,9424,576,16.36111111111111,0.0051,0.0005,0.0046,286344.2606711362,2.1040727510734394,0.8266967455140285,0.015275244156232144,0.9417266436399205,4.719204740157267,0.22964535561580499,2729.730080257524,1.8279880100687553,0.019152569887784986,0.996789134617862
53,9500,500,19.0,0.0051,0.0005,0.0046,287498.3788557578,2.0437502775665646,0.7899258852932457,0.017257145122519826,0.9117245618817017,2.239925488992243,-119.01676561584155,16.245525563003344,120.00876769886592,0.11801741572147895,0.8787771486435523
54,9857,143,68.93006993006993,0.0048000000000000004,0.0005,0.0043,290070.6621725703,1.9389430005324662,0.7382682198430743,0.01814101621420301,0.9038261566652599,4.870859227693095,0.05322596741594883,8924.912738131196,2.069591461012614,0.017015108721119103,0.9970361722335721
