sim_id,n_ex,n_in,eib,psi_duration,psi_rise,psi_decay,psi_maxval,offset_linear,exp_linear,offset_dexp,exp_0,knee,exp_1
566,6489,3511,1.8481913984619767,0.0116,0.0007,0.0109,266461.94530099875,3.2024086353845886,1.3772700380059026,3.078326542163545,-123.00357069581158,30.069572969365055,124.37852961899672
567,9762,238,41.016806722689076,0.0048000000000000004,0.0005,0.0043,286332.64103969926,2.074245524775045,0.8188500954047668,4.949191967423841,0.14063022907562694,7714.267182122106,2.014414315018956
568,100,9900,0.010101010101010102,0.0205,0.0016,0.0189,279631.95584054576,4.345695329108262,1.9136926274384969,5.319654047547961,0.24581648511840395,1254.1634653075964,2.162316250303629
569,9218,782,11.787723785166241,0.0052,0.0005,0.004699999999999999,284300.4976593155,2.399667364452238,0.9903877508422466,4.8107267074037185,0.27758127814474937,2743.8314726103267,1.819112996876351
570,9185,815,11.269938650306749,0.0054,0.0005,0.0049,283643.5829751039,2.2608475025439887,0.905636854479392,4.673440361777869,0.23193279961410426,2212.747452190832,1.8092875446631103
571,9623,377,25.52519893899204,0.0049,0.0005,0.004399999999999999,288077.0941062018,2.019849716474768,0.7855360175035824,4.927054125739784,0.18326227385203106,5908.639012184136,1.960072559742786
572,104,9896,0.010509296685529508,0.0215,0.0016,0.019899999999999998,274544.2666797974,4.2485967358280865,1.868415599772671,5.250216269573199,0.2685531913592622,972.5931296396598,2.110129086267544
573,9814,186,52.763440860215056,0.0048000000000000004,0.0005,0.0043,291509.486711345,2.1177471898388083,0.8394280017210393,2.053694083365263,-89.52176400237099,14.146979862246242,90.42820960015015
574,1639,8361,0.19602918311206793,0.0208,0.0013,0.0195,265702.74510449514,4.195136534301923,1.856565143773637,4.938593896224733,0.21330869972485547,598.9729189215564,2.0148814068237586
575,2442,7558,0.32310134956337655,0.0187,0.0012,0.0175,262224.96203946613,4.010190173423986,1.7618885983661556,4.8356119509056,0.21009985056469874,518.8671438587135,1.9679578255156729
576,319,9681,0.032951141411011256,0.0197,0.0015,0.018199999999999997,274449.81144779304,4.403830330113876,1.9567072798298002,5.252667310637964,0.297634422295683,954.716608018995,2.0785423164783148
577,2863,7137,0.4011489421325487,0.0182,0.0011,0.0171,260178.64697154576,3.8734015610447603,1.6958744179581406,4.753437225298976,0.18234462064160772,483.6844456848341,1.9570690504661188
578,621,9379,0.06621174965348119,0.0204,0.0015,0.0189,272229.4267176467,4.367009741510155,1.9404744294781011,5.236193201709118,0.3042492956637695,984.2086054839423,2.0618398334231585
579,9785,215,45.51162790697674,0.004700000000000001,0.0005,0.004200000000000001,289641.96257181733,2.071947089140074,0.816224007169806,4.908045944130279,0.11105720455621895,7884.152118943525,2.0236770664666057
580,9805,195,50.282051282051285,0.0048000000000000004,0.0005,0.0043,288150.89760084957,1.9660368172091083,0.7547139196799104,4.689255747899311,0.07426355860076589,5075.966764000579,1.9727449885081603
581,642,9358,0.06860440265013892,0.0215,0.0014,0.0201,269694.94870567997,4.28765147013651,1.899226743264595,5.094343889007909,0.23530926778890834,751.0759000845212,2.06961264147925
582,6908,3092,2.2341526520051747,0.01,0.0006,0.0094,265393.56400079234,2.8925866150362487,1.2089115621475763,4.49464312331494,0.30949419665252437,479.7947861122559,1.6866043411615348
583,9321,679,13.727540500736376,0.0052,0.0005,0.004699999999999999,284199.3433464892,2.2541322046098182,0.9112561982172214,4.682489027550208,0.2377915007053743,2376.2161333894373,1.804782622679627
584,8793,1207,7.285004142502071,0.0059,0.0006,0.0053,282286.1132590725,2.6494215538260137,1.110126868447384,4.701931485690575,0.32876504603719314,1444.0250803602419,1.726634983909285
585,3954,6046,0.6539861065167053,0.0165,0.0009,0.015600000000000001,258527.17128844085,3.667266244852777,1.5978490564112517,3.468924110017046,-98.07184049020637,44.818526514136984,99.6312427064449
586,8671,1329,6.524454477050414,0.006,0.0006,0.0054,279893.05252686905,2.6704905876458156,1.1202509355895207,4.675344428389911,0.31716577918254374,1371.2054446324062,1.7305242574919555
587,477,9523,0.050089257586894885,0.0201,0.0015,0.0186,274965.76856612245,4.359947886247037,1.9324051107552855,5.17679761543239,0.2398600032205334,912.1143859514078,2.1003051464210816
588,306,9694,0.03156591706210027,0.0207,0.0015,0.0192,276408.1762281327,4.317872952132679,1.907621269651639,5.251279303756425,0.27749543463689086,1031.6297901010028,2.0963308775585014
589,168,9832,0.01708706265256306,0.0212,0.0016,0.0196,275497.4949013302,4.365561022722262,1.9339777056990002,5.21653491602605,0.2379468653685148,961.7434129902967,2.1242529585852363
590,4557,5443,0.8372221201543266,0.0163,0.0009,0.015399999999999999,257245.6762956619,3.6513997115322905,1.5943760733589256,4.519572925640305,0.16918621040467127,371.6747848127211,1.8588710395416534
591,6557,3443,1.9044437990124892,0.0111,0.0007,0.010400000000000001,266303.8993605991,3.291538690984385,1.4250952947276605,4.363396237374286,0.24554183582651626,352.01061949292836,1.6964060196232738
592,8056,1944,4.1440329218107,0.0073,0.0006,0.0067,275499.27593040996,2.5970699756764435,1.072588339822337,4.432800142847206,0.33002752409624575,571.5479351300924,1.6221855040355855
593,9855,145,67.96551724137932,0.0046,0.0005,0.0040999999999999995,289420.313707195,1.9603104883836684,0.754091047392683,2.0380841942546737,-120.19728224430922,14.393870007704951,121.09965310529034
594,447,9553,0.04679158379566628,0.0208,0.0015,0.019299999999999998,271439.36543060734,4.417398805786524,1.9699507186344327,5.167210035913988,0.22788647996422728,923.9720814474947,2.1112847443421088
595,8184,1816,4.506607929515418,0.0069,0.0006,0.0063,273964.4224725711,2.6997068815835434,1.1265531376169893,4.436956310923096,0.30470258416053336,631.3874459647747,1.6504213634518805
596,9768,232,42.10344827586207,0.0048000000000000004,0.0005,0.0043,290754.88564767194,2.0208375189250387,0.7835931568317945,4.98142316538485,0.14071336207780222,8277.632780659933,2.0242998973942803
597,9692,308,31.467532467532468,0.0048000000000000004,0.0005,0.0043,288688.49969960155,1.8473667524647182,0.6850108411587317,2.143992502406675,-96.71841061254511,14.762243128445817,97.66720676328399
598,8508,1492,5.702412868632708,0.0063,0.0006,0.0057,279521.7755961185,2.5408563857505846,1.0473068191814896,4.500777251228416,0.29306993785866964,888.5205658788396,1.6820816857794196
599,9314,686,13.577259475218659,0.0051,0.0005,0.0046,285159.01416695735,2.0342044826921026,0.7863408970487048,2.314888726324448,-116.10994514244935,15.083786447058506,117.13687500982479
600,194,9806,0.01978380583316337,0.0217,0.0016,0.0201,278237.91134802834,4.378814929531779,1.9387422976225868,5.2262130241397635,0.2592565333625286,942.2160414801762,2.104924070558375
601,6737,3263,2.0646644192460926,0.0108,0.0007,0.010100000000000001,268444.2993950001,3.167315831035762,1.3593330728217015,4.372937105086439,0.2521367488076738,369.6273578256884,1.6912715383530108
602,1145,8855,0.1293054771315641,0.0209,0.0014,0.0195,270309.5378457425,4.246918431995759,1.877890915956595,5.0559364349916125,0.22711375707204487,725.7649383101538,2.056393935792453
603,9816,184,53.34782608695652,0.004700000000000001,0.0005,0.004200000000000001,290267.6581930058,1.860956832795733,0.6998077953456969,4.8726408184738945,0.11011571047881134,7300.135487605351,2.007861213100326
604,7927,2073,3.82392667631452,0.0074,0.0006,0.0068000000000000005,275438.52112176194,2.8318161999244404,1.2080514352338043,4.446514827806167,0.3370273856650677,557.0490787601863,1.620804141240385
605,8812,1188,7.417508417508418,0.0058,0.0006,0.0052,281255.8000613551,2.313134593017114,0.9227093795206925,4.7875145303473765,0.3356738502058419,1788.3583580937084,1.7575944220713426
606,9892,108,91.5925925925926,0.0048000000000000004,0.0005,0.0043,289030.759895148,2.0054660236289807,0.7783051980047346,2.036220316703246,-116.09625958050601,14.326050253747091,116.99698922079455
607,9636,364,26.47252747252747,0.0048000000000000004,0.0005,0.0043,288762.7634831053,2.004316348775111,0.7723485191125121,4.9653761156615746,0.1852394605619267,6510.7703900218,1.9730483702113222
608,142,9858,0.014404544532359505,0.0206,0.0016,0.019,278850.6492106378,4.47298080834484,1.9902745085402296,5.241625181506257,0.21035149166303796,1085.8652850007447,2.1628858322321878
609,3835,6165,0.6220600162206001,0.0169,0.001,0.015899999999999997,256527.4848508417,3.740098864780622,1.6368044019998431,3.4895391914939697,-109.50584245745529,43.09086299030212,111.07604087296652
610,1982,8018,0.24719381391868298,0.0201,0.0013,0.0188,264287.92835252685,4.019234524330376,1.7593284884478733,3.72849288710955,-117.36130224297301,62.594429290212446,119.04521749192644
